,Rent,House ID,Square meters house,Number of Bedrooms,Location,Description,rent_per_sqrmeter
880,390,219519838,58,1,Platia Attikis (Athens)," 10/12/2020 - Athens, Plateia Attikis, Apartment For Rent, 58 sq.m., Property Status: Good, Floor: 1rst, 1 Bedr ...                        ",6.724137931
881,550,2110418537,106,3,Platia Gkizi (Athens)," 23/12/2020 - Athens, Gyzi-Plateia Gyzi, Floor Apartment For Rent, 106 sq.m., Property Status: Refurbished, Flo ...                        ",5.188679245
882,600,2110265573,50,1,Kinosargous (Athens)," 20/12/2020 - Corner and bright fully furnished apartment of 50 sq.m. in the area ""Neos Kosmos, Kynosargous"", o ...                        ",12
883,690,2110117727,65,1,Kolonaki (Kolonaki - Lykavittos)," 7/10/2020 - For Rent Apartment, Athens, Kolonaki, 65 sq.m., 3rd Floor, 1 Bedrooms 1 Bathrooms, 1 Κitchen/s, F ...                        ",10.61538462
884,1900,2110007075,140,2,Kolonaki (Kolonaki - Lykavittos), 24/12/2020 - Penthouse with with open view last floor with 2 large verandas in front and at the back. It also  ...                        ,13.57142857
885,4500,219881309,340,6,Kolonaki (Kolonaki - Lykavittos)," 1/7/2020 - Athens, Kolonaki, Maisonette For Rent, 340 sq.m., Property Status: Very Good, Floor: 3rd, 2 Level ...                        ",13.23529412
886,530,2110474759,65,1,Pedion Areos (Athens)," 22/12/2020 - Athens, Pedion Areos, Apartment For Rent, 65 sq.m., In Plot 1 sq.m., Property Status: Very Good,  ...                        ",8.153846154
887,450,217647243,70,2,Hilton (Athens)," 22/12/2020 - Arnis, 2 minutes from Megaro Mousikis metro station, airy, bright, in a good condition, furnished ...                        ",6.428571429
888,1200,2110428747,70,2,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 - Price quoted is applicable only if billed upfront for the entire duration of the contract.   This ...                        ,17.14285714
889,850,2110032648,110,2,Likavittos (Kolonaki - Lykavittos)," 5/12/2020 - Athens, Lycabettus, Apartment For Rent, 110 sq.m., Property Status: Very Good, Floor: 2nd, 2 Bedr ...                        ",7.727272727
890,1250,219925573,90,2,Hilton (Athens), 23/12/2020 - Price quoted is applicable only if billed upfront for the entire duration of the contract.   This ...                        ,13.88888889
891,4000,2110564424,340,6,Kolonaki (Kolonaki - Lykavittos)," 24/12/2020 - Looking at the unique building of 1957, designed by a well-known architect, you can't wait to pus ...                        ",11.76470588
892,550,2110403789,102,2,Ampelokipoi (Athens)," 16/12/2020 - Ampelokipi (Attica - Athens Centre) - Apartment 102sqm, on 5th floor, in good condition, year bui ...                        ",5.392156863
893,480,2110395733,53,1,Kipseli (Athens)," 23/12/2020 - Location: Athens, Kypseli. Property Description: Available for rent apartment 53 sq.m, 2nd floor, ...                        ",9.056603774
894,1000,2110257166,126,2,Kipseli (Athens)," 9/10/2020 - Athens, Kypseli, Apartment For Rent, 126 sq.m., Property Status: Amazing, Floor: Ground floor, 2  ...                        ",7.936507937
895,800,2110134032,83,2,Platia Attikis (Athens)," 3/9/2020 - Athens, Plateia Attikis, Apartment For Rent, 83 sq.m., Property Status: Very Good, Floor: 5th, 2  ...                        ",9.638554217
896,800,219893875,139,3,Akadimia (Athens)," 17/12/2020 - For Rent Apartment, Athens, Akadimia, 139 sq.m., 7th Floor, 3 Bedrooms, 2 Bathrooms, 1 WC,  1 Fir ...                        ",5.755395683
897,700,219886130,141,3,Ano Patisia (Athens)," 18/12/2020 - 1st floor apartment for rent in a two-storey house, 141sqm, in Ano Patisia. The apartment consist ...                        ",4.964539007
898,550,219836202,90,2,Ano Kipseli - Evelpidon (Athens)," 14/10/2020 - Athens, Kypseli-Ano Kypseli - Evelpidon, Apartment For Rent, 90 sq.m., Property Status: Good, Flo ...                        ",6.111111111
899,1700,219743822,100,2,Kallimarmaro (Athens)," 20/10/2020 - In one of the best neighborhoods of the city: Beautiful designed apartment, recently renovated (2 ...                        ",17
900,820,2110522805,90,1,Plaka (Athens), 23/12/2020 - *Price varies by duration of stay:     12+ month lease: 820 € /month     6 to 12 month lease: 870 ...                        ,9.111111111
901,900,2110419942,125,2,Pedion Areos (Athens)," 6/11/2020 - For Rent Apartment, Athens ,Pedion Areos 125sq.m ,5th ,   1 level/s ,2 Bedroom/s ,1 bath/s , 1 WC ...                        ",7.2
902,1300,2110335684,120,1,Kolonaki (Kolonaki - Lykavittos)," 18/12/2020 - Kolonaki - Apartment 120sqm furnished fully, bedrooms 1, semi-basement, construction status excel ...                        ",10.83333333
903,750,219899460,80,2,Alsos Pagkratiou (Athens)," 21/12/2020 - Pagrati, apartment of 80 sq.m., on the 5th floor, constructed in 1980, renovated in 2020, in exce ...                        ",9.375
904,750,219843181,65,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 17/12/2020 - For Rent Apartment, Athens, Plateia Viktorias, 65 sq.m., 4th Floor, 1 Bedrooms, 1 Bathrooms, 1 Κi ...                        ",11.53846154
905,2000,2110506762,131,3,Kallimarmaro (Athens)," 2/12/2020 - Athens, Kallimarmaro, Apartment For Rent, 131 sq.m., Property Status: Amazing, Floor: 1rst, 3 Bed ...                        ",15.26717557
906,550,2110167173,38,1,Sintagma (Athens)," 16/12/2020 - Athens, Center, Apartment For Rent, 38 sq.m., Property Status: Minimal Design, Floor: 2nd, 1 Leve ...                        ",14.47368421
907,2500,219562868,140,2,Kentro (Athens)," 18/12/2020 - Athens, Back of the American Embassy: Bright Penthouse of 140 sq.m., fully and luxuriously renova ...                        ",17.85714286
908,1200,2110414147,52,1,Kolonaki (Kolonaki - Lykavittos)," 5/11/2020 - Athens, Kolonaki, Apartment For Rent, 52 sq.m., Property Status: Amazing, Floor: Ground floor, 1  ...                        ",23.07692308
909,880,2110219002,76,2,Pagkrati (Athens)," 24/9/2020 - Athens, Pagrati, Apartment For Rent, 76 sq.m., Property Status: Amazing, Floor: 3rd, 2 Bedrooms 1 ...                        ",11.57894737
910,1350,219886482,140,3,Ilisia (Athens)," 23/12/2020 - Location: Athens, Ilisia, next to Hilton Hotel. Property description: For rent fully furnished an ...                        ",9.642857143
911,2500,218261933,37,1,Kolonaki (Kolonaki - Lykavittos)," 10/12/2020 - Athens, Kolonaki, Apartment For Rent, 37 sq.m., Property Status: Amazing, Floor: 3rd, 1 Level(s), ...                        ",67.56756757
912,550,2110443491,125,2,Ano Kipseli - Evelpidon (Athens)," 20/12/2020 - Apartment for rent in Ano Kipseli - Evelpidon, Kipseli of Athens - Center for 550€ (Listing No 13 ...                        ",4.4
913,850,2110403848,50,1,Makrigianni (Koukaki - Makrygianni)," 10/11/2020 - Athens, Makrygianni, Apartment For Rent, 50 sq.m., Property Status: Refurbished, Floor: 1rst, 1 B ...                        ",17
914,3500,219782397,120,2,Kolonaki (Kolonaki - Lykavittos)," 29/7/2020 - Athens, Kolonaki, Apartment For Rent, 120 sq.m., Property Status: Amazing, Floor: 6th, 1 Level(s) ...                        ",29.16666667
915,600,2110577165,50,1,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 23/12/2020 - Athens, Koukaki, Apartment 50 sq.m. on 2nd floor, in excellent condition, is available for rent,  ...                        ",12
916,800,2110499931,85,2,Pagkrati (Athens)," 23/12/2020 - Location: Athens, Pagrati, limits with Kallimarmaro Stadium. Property presentation: Available for ...                        ",9.411764706
917,4000,2110408928,340,3,Kolonaki (Kolonaki - Lykavittos), 21/12/2020 - Apartment for rent in Kolonaki - Likavitos of Athens - Center for 4.000€ (Listing No 1069). Anoth ...                        ,11.76470588
918,540,2110408925,60,1,Ilisia (Athens)," 23/12/2020 - Athens, Ilisia, Apartment For Rent, 60 sq.m., Floor: 4th, 1 Bedrooms 1 Kitchen(s), 1 Bathroom(s), ...                        ",9
919,700,2110306683,95,3,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 23/12/2020 - Athens, Koukaki, Apartment 95 sq.m. on 3rd floor, built in 1970 and renovated in 2019, in excelle ...                        ",7.368421053
920,1600,2110075434,135,2,Ilisia (Athens)," 23/12/2020 - Location: Athens, Ilisia. Property Description: Available for rent furnished, apartment 135 sq.m, ...                        ",11.85185185
921,8000,219894779,374,3,Plaka (Athens), 26/7/2020 - SQUARE with a total area of ​​374 sq.m. The building is developed on the basement - ground floor  ...                        ,21.39037433
922,1000,219717175,120,1,Ampelokipoi - Pentagon (Athens)," 17/12/2020 - For Rent Apartment, Athens, Ampelokipoi, 120 sq.m., 3rd Floor, 1 Bedrooms, 1 Bathrooms, 1 Κitchen ...                        ",8.333333333
923,850,219439914,90,2,Agios Artemios (Athens)," 23/12/2020 - Athens, Pagrati-Agios Artemios, Apartment For Rent, 90 sq.m., Property Status: Very Good, Floor:  ...                        ",9.444444444
924,450,2110560779,52,1,Exarcheia (Athens)," 18/12/2020 - Athens, Exarcheia, Apartment For Rent, 52 sq.m., Property Status: Very Good, Floor: 3rd, 1 Bedroo ...                        ",8.653846154
925,650,2110260940,100,2,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 30/9/2020 - Platia Viktorias - Apartment 100sqm bedrooms 2, 3rd, construction status good, year built 1965, l ...                        ",6.5
926,550,2110174521,60,2,Exarcheia (Athens)," 15/9/2020 - Athens, Exarcheia, Apartment For Rent, 60 sq.m., Floor: 5th, 2 Bedrooms 1 Kitchen(s), 1 Bathroom( ...                        ",9.166666667
927,750,219974649,65,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 16/12/2020 - Plateia Viktorias- Apartment of 65sqm, fully furnished, on 4th floor, in excellent condition, ren ...                        ",11.53846154
928,1000,219442204,65,1,Patision - Acharnon (Athens)," 10/12/2020 - Athens, Leof. Acharnon, Apartment For Rent, 65 sq.m., Property Status: Amazing, Floor: 4th, 1 Lev ...                        ",15.38461538
929,1500,219663306,110,1,Makrigianni (Koukaki - Makrygianni)," 30/9/2020 - Athens, Makrygianni, Apartment For Rent, 110 sq.m., Property Status: Minimal Design, Floor: 2nd,  ...                        ",13.63636364
930,1300,218483179,75,2,Kolonaki (Kolonaki - Lykavittos)," 4/11/2020 - Athens, Kolonaki, Apartment For Rent, 75 sq.m., Property Status: Refurbished, Floor: 2nd, 1 Level ...                        ",17.33333333
931,3500,2110490323,215,3,Historic Center (Athens)," 17/12/2020 - Corner duplex apartment of 215 sq.m., constructed in 1975, completely renovated in 2017, divided  ...                        ",16.27906977
932,700,2110487875,76,1,Ampelokipoi - Pentagon (Athens)," 10/12/2020 - Athens, Ampelokipoi, Apartment For Rent, 76 sq.m., Property Status: Refurbished, Floor: 5th, 1 Le ...                        ",9.210526316
933,800,219040215,139,3,Akadimia (Athens)," 14/8/2020 - For Rent Apartment, Athens ,Akadimia 139sq.m ,7th ,   1 level/s ,3 Bedroom/s ,2 bath/s , 1 WC , 1 ...                        ",5.755395683
934,620,218880375,75,2,Kipseli (Athens)," 4/11/2020 - Athens, Kypseli, Apartment For Rent, 75 sq.m., Property Status: Very Good, Floor: 2nd, 2 Bedrooms ...                        ",8.266666667
935,1250,216944493,100,2,Kolonaki (Kolonaki - Lykavittos)," 22/12/2020 - Renovated apartment for rent on the fifth floor, 100 sqm in Xenokratous street five minutes from  ...                        ",12.5
936,3400,216718234,330,3,Kolonaki (Kolonaki - Lykavittos)," 16/12/2020 - Αpartment of 330 sqm, in a well-kept apartment building, 4th floor & 5th floor, with great views  ...                        ",10.3030303
937,1000,2110456035,85,2,Akropoli (Athens), 23/12/2020 - Price quoted is applicable only if billed upfront for the entire duration of the contract.   This ...                        ,11.76470588
938,4000,2110400600,334,6,Kolonaki (Kolonaki - Lykavittos)," 16/12/2020 - Athens, Kolonaki, Maisonette For Rent, 334 sq.m., Property Status: Amazing, Floor: 2nd, 2 Level(s ...                        ",11.9760479
939,350,2110371235,33,1,Ampelokipoi - Pentagon (Athens)," 8/12/2020 - Athens, Ampelokipoi, Studio For Rent, 33 sq.m., Property Status: Good, Floor: 4th, 1 Bedrooms 1 K ...                        ",10.60606061
940,550,2110108151,105,2,Osios Loukas (Athens)," 14/10/2020 - Athens, Patisia-Osios Loukas, Apartment For Rent, 105 sq.m., Property Status: Good, Floor: 1rst,  ...                        ",5.238095238
941,850,219797940,72,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 3/11/2020 - Athens, Koukaki, Apartment For Rent, 72 sq.m., Property Status: Very Good, Floor: 2nd, 2 Bedrooms ...                        ",11.80555556
942,800,218375941,72,2,Nosokomeio Pedon (Athens)," Property Code: 20480 -  FOR RENT  2 Bedrooms, on the facade Apartment of total surface 72 sq.m, o ...                        ",11.11111111
943,2200,2110514583,145,2,Kolonaki (Kolonaki - Lykavittos)," 24/12/2020 - Bedrooms (2),Levels (1),Floor (5th),Construction Status (Renovated),Year Built (1965),Renovation  ...                        ",15.17241379
944,750,2110463596,75,2,Makrigianni (Koukaki - Makrygianni)," 23/12/2020 - Athens, Koukaki, Makrigianni, Apartment 75 sq.m., on 3rd floor, built in 1965, renovated in 2014  ...                        ",10
945,1500,2110463146,102,2,Mets (Athens)," 19/12/2020 - Athens, Mets-Kallimarmaro: Fully and luxuriously renovated, furnished (with branded furniture) an ...                        ",14.70588235
946,550,2110337360,100,2,Ampelokipoi (Athens)," 20/12/2020 - Apartment for rent in Ampelokipoi, Ampelokipoi - Pentagon of Athens - Center for 550€ (Listing No ...                        ",5.5
947,1350,2110270158,100,1,Kolonaki (Kolonaki - Lykavittos)," 1/10/2020 - For Rent Apartment, Athens, Kolonaki, 100 sq.m., 1 Levels, 4th Floor, 1 Bedrooms 1 Bathrooms, 1 Κ ...                        ",13.5
948,2000,2110123161,105,2,Akropoli (Athens)," 8/12/2020 - Property Code: 705909 -  FOR RENT  2 Bedrooms,  Apartment of total surface 105 sq.m, on the 2 nd  ...                        ",19.04761905
949,1300,2110033496,130,2,Mets (Athens)," 23/12/2020 - Location: Athens, Mets, Ardittos Hill. Property Description: In a two-story building of neoclassi ...                        ",10
950,980,219960485,85,1,Sintagma (Athens)," 19/9/2020 - Property Code: 33023 -  FOR RENT renovated 1 Bedroom,  Apartment of total surface 85 sq.m, on the ...                        ",11.52941176
951,600,219729739,100,2,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 3/11/2020 - Athens, Plateia Viktorias, Apartment For Rent, 100 sq.m., Property Status: Good, Floor: 3rd, 2 Be ...                        ",6
952,1150,217911904,70,0,Historic Center (Athens)," 11/12/2020 - Athens, Historic center, Mitseon str., 70 sq.m. furnished apartment on the 1st floor. Featuring a ...                        ",16.42857143
953,1390,217752664,125,2,Kolonaki (Kolonaki - Lykavittos)," 14/12/2020 - Athens, Kolonaki, Apartment For Rent, 125 sq.m., Property Status: Refurbished, Floor: 3rd, 2 Bedr ...                        ",11.12
954,1350,217732315,104,2,Kolonaki (Kolonaki - Lykavittos)," 4/11/2020 - Athens, Kolonaki, Floor Apartment For Rent, 104 sq.m., Property Status: Refurbished, Floor: 1rst, ...                        ",12.98076923
955,780,2110526277,90,1,Plaka (Athens), 23/12/2020 - Price quoted is applicable only if billed upfront for the entire duration of the contract.   This ...                        ,8.666666667
956,1150,2110302281,80,2,Kolonaki - Lykavittos (Athens - Center), 23/12/2020 - Price quoted is applicable only if billed upfront for the entire duration of the contract.   This ...                        ,14.375
957,650,2110276367,44,1,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 - Price quoted is applicable only if billed upfront for the entire duration of the contract.   This ...                        ,14.77272727
958,250,2110198743,26,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 10/12/2020 - Athens, Plateia Viktorias, Studio For Rent, 27 sq.m., Property Status: Good, Floor: Mezzanine, 1  ...                        ",9.615384615
